student_id,academic_year,programme_year,survey_responded,is_repeat_year,career_clarity,career_confidence,belonging_peers,belonging_programme,academic_self_efficacy,support_satisfaction
3019,1048-49,3,True,False,3.486,3.838,3.319,3.135,4.128,4.298
3021,1048-49,3,False,False,,,,,,
3028,1048-49,3,True,False,3.613,3.777,2.898,3.427,4.064,3.044
3029,1048-49,3,False,False,,,,,,
303,1048-49,3,True,False,3.674,4.539,3.376,2.485,3.609,3.664
3030,1048-49,3,True,False,4.428,3.832,2.873,3.25,2.961,3.04
3035,1048-49,3,True,False,3.922,4.335,3.037,3.006,3.396,3.097
3036,1048-49,3,True,False,4.038,4.192,3.359,2.727,3.551,2.75
3038,1048-49,3,True,False,3.962,4.048,3.692,3.207,3.51,3.689
3040,1048-49,3,True,False,3.93,3.605,2.537,3.623,3.866,3.158
3045,1048-49,3,True,False,4.303,4.143,3.021,1.776,3.203,2.486
3046,1048-49,1,True,True,3.221,3.037,3.276,2.962,2.514,3.246
3047,1048-49,3,False,False,,,,,,
3048,1048-49,3,True,False,4.29,4.465,3.092,3.353,3.618,3.444
3054,1048-49,3,False,False,,,,,,
3055,1048-49,3,True,False,4.108,4.337,3.04,3.879,3.684,3.146
3058,1048-49,3,True,False,4.356,4.239,2.347,2.706,2.901,3.472
3061,1048-49,1,True,True,2.79,2.938,3.693,3.508,3.77,3.004
3065,1048-49,3,True,False,3.626,3.87,2.721,2.711,3.598,2.545
3067,1048-49,3,False,False,,,,,,
3069,1048-49,3,False,False,,,,,,
307,1048-49,3,True,False,3.393,3.86,2.861,3.008,3.144,3.816
3070,1048-49,3,True,False,4.411,4.017,3.461,2.764,3.89,3.482
3071,1048-49,3,True,False,3.677,3.421,3.299,3.405,2.546,3.174
3072,1048-49,2,True,True,3.005,3.155,4.065,3.936,3.55,2.623
3074,1048-49,2,True,True,3.707,3.375,3.143,2.69,3.973,2.924
3075,1048-49,3,True,False,4.836,3.782,3.208,2.916,3.578,3.092
3078,1048-49,3,True,False,4.013,3.298,2.27,3.121,3.205,3.061
3080,1048-49,2,True,True,2.824,2.969,3.58,2.899,3.094,4.278
3084,1048-49,3,True,False,4.545,4.331,1.906,3.084,3.979,3.351
3085,1048-49,3,True,False,3.866,4.329,3.017,2.347,3.762,3.078
3086,1048-49,2,True,True,3.732,3.812,2.937,2.549,3.464,3.395
3089,1048-49,3,True,False,3.152,3.654,2.996,3.154,3.1,2.598
309,1048-49,2,True,True,3.634,3.463,2.518,2.912,3.222,3.048
3100,1048-49,1,False,True,,,,,,
3108,1048-49,2,True,True,2.917,3.647,3.162,2.979,2.674,3.305
3110,1048-49,2,True,True,3.683,3.304,2.945,3.13,3.667,3.044
3111,1048-49,3,True,False,4.093,3.706,2.813,3.194,3.481,3.637
3116,1048-49,3,True,False,4.742,3.689,2.665,3.091,3.764,4.015
3119,1048-49,3,True,False,4.128,3.603,3.571,2.429,2.116,2.383
3120,1048-49,2,True,True,3.924,3.763,2.711,3.377,2.602,3.066
3121,1048-49,3,False,False,,,,,,
3124,1048-49,3,True,False,3.548,3.841,2.57,3.705,3.265,3.551
3128,1048-49,3,True,False,3.925,4.01,2.852,3.258,3.557,3.183
3130,1048-49,3,True,False,4.149,3.742,3.129,4.021,3.736,3.005
3132,1048-49,3,True,False,4.123,4.086,3.082,3.387,4.256,3.67
3134,1048-49,3,True,False,3.8,3.908,3.04,2.572,3.405,3.887
3137,1048-49,3,False,False,,,,,,
3138,1048-49,3,True,False,3.867,4.195,2.916,2.984,3.543,4.104
3139,1048-49,2,True,True,3.401,3.343,2.284,2.927,3.591,3.417
3141,1048-49,3,True,False,4.204,3.573,3.195,3.185,3.943,3.502
3144,1048-49,3,True,False,3.823,4.106,2.502,2.945,3.186,2.902
3149,1048-49,3,True,False,3.809,3.866,2.993,2.576,2.597,3.185
3150,1048-49,2,True,True,3.254,3.444,3.262,2.817,3.773,3.159
3152,1048-49,3,True,False,4.383,3.81,2.691,3.302,4.246,3.432
3154,1048-49,3,True,False,3.886,3.668,3.066,4.031,3.539,4.134
3155,1048-49,3,True,False,4.192,3.908,3.072,3.783,3.764,3.66
3156,1048-49,3,True,False,3.515,3.815,2.84,3.341,3.692,4.247
3158,1048-49,3,False,False,,,,,,
3159,1048-49,3,False,False,,,,,,
316,1048-49,3,True,False,4.152,3.558,3.201,3.166,3.781,3.157
3160,1048-49,3,True,False,3.883,4.031,2.717,3.08,3.66,3.071
3162,1048-49,3,True,False,3.778,4.621,3.528,2.918,4.105,2.735
3164,1048-49,3,True,False,4.232,4.705,3.005,3.311,3.273,2.669
3169,1048-49,3,True,False,3.999,3.817,3.186,2.927,2.791,2.411
317,1048-49,3,True,False,4.183,4.314,2.442,3.411,3.952,2.745
3171,1048-49,2,False,True,,,,,,
3173,1048-49,3,True,False,4.213,3.922,2.33,3.36,3.716,2.749
3177,1048-49,3,True,False,3.826,4.123,2.236,2.632,3.411,3.818
3178,1048-49,3,True,False,3.934,3.448,3.243,2.827,2.566,2.922
3180,1048-49,2,True,True,4.283,3.261,3.35,2.763,3.345,4.351
3182,1048-49,3,True,False,4.185,4.451,3.126,2.921,3.675,3.108
3183,1048-49,3,True,False,3.604,4.522,3.742,3.165,2.48,3.785
3185,1048-49,3,False,False,,,,,,
3186,1048-49,3,True,False,3.865,3.818,2.71,2.252,3.931,3.312
3193,1048-49,3,True,False,4.333,2.685,3.35,3.692,3.021,3.246
3195,1048-49,3,True,False,3.663,4.295,3.204,3.065,4.154,3.542
3198,1048-49,1,True,True,2.745,2.615,3.31,3.023,3.005,2.904
3200,1048-49,3,False,False,,,,,,
3203,1048-49,3,True,False,3.646,3.851,3.544,3.778,3.367,4.027
3204,1048-49,3,True,False,4.29,4.319,3.118,3.162,3.283,3.338
3205,1048-49,3,True,False,4.0,3.888,2.41,2.857,3.363,2.56
3207,1048-49,3,True,False,3.572,3.764,3.784,2.566,3.26,3.095
3211,1048-49,3,True,False,4.334,4.298,2.898,2.888,3.8,3.416
3215,1048-49,2,True,True,3.073,3.223,2.14,3.471,2.868,2.928
3217,1048-49,3,True,False,3.816,3.982,3.098,3.037,3.896,3.189
3218,1048-49,3,False,False,,,,,,
3220,1048-49,2,True,True,3.264,3.38,3.07,3.483,2.733,3.778
3223,1048-49,3,False,False,,,,,,
3224,1048-49,1,True,True,2.785,3.296,3.115,2.912,3.218,2.834
3226,1048-49,3,True,False,3.693,4.879,3.12,3.475,3.386,3.257
3227,1048-49,2,True,True,3.925,3.747,2.965,2.707,2.954,2.749
3228,1048-49,3,True,False,3.565,3.85,3.164,3.62,3.647,3.008
3233,1048-49,3,True,False,3.651,4.006,3.115,2.905,3.842,3.251
3235,1048-49,3,True,False,3.328,3.929,3.81,3.166,3.094,4.066
3237,1048-49,3,True,False,3.778,3.741,2.774,2.891,2.726,2.809
3238,1048-49,3,True,False,3.679,3.892,3.425,3.189,3.422,3.986
3239,1048-49,3,True,False,4.157,4.135,3.794,3.309,3.624,3.588
324,1048-49,3,True,False,3.604,3.861,2.571,2.41,3.081,4.29
3241,1048-49,3,False,False,,,,,,
3244,1048-49,3,True,False,3.874,4.231,3.617,3.263,3.487,3.843
3247,1048-49,2,True,True,2.971,3.585,3.097,2.138,3.11,3.06
3248,1048-49,3,True,False,3.951,3.96,2.976,2.998,4.132,3.181
3255,1048-49,3,True,False,4.059,4.288,3.268,3.678,3.809,3.2
3258,1048-49,2,True,True,3.421,2.912,3.215,2.701,3.034,3.875
3259,1048-49,3,True,False,3.66,3.479,3.241,2.869,3.377,3.928
326,1048-49,3,True,False,4.039,3.951,2.615,3.045,3.391,3.06
3260,1048-49,3,True,False,3.236,3.957,3.106,3.279,3.7,2.751
3262,1048-49,3,True,False,3.648,4.034,2.758,2.831,2.613,2.745
3271,1048-49,3,True,False,4.393,4.341,2.542,3.773,3.767,3.443
3274,1048-49,3,False,False,,,,,,
3277,1048-49,3,True,False,4.135,3.089,3.072,3.103,3.129,2.721
328,1048-49,3,True,False,4.243,3.944,2.471,3.033,3.175,3.094
3285,1048-49,3,True,False,4.391,4.298,2.63,2.531,3.442,2.975
329,1048-49,3,True,False,3.633,3.632,3.147,2.293,3.075,3.65
3292,1048-49,3,True,False,4.387,4.335,3.048,3.329,3.266,2.835
3293,1048-49,3,False,False,,,,,,
3295,1048-49,2,True,True,2.966,2.751,2.496,3.137,3.342,3.803
3297,1048-49,2,True,True,3.088,3.362,2.402,3.04,2.838,3.252
3299,1048-49,3,True,False,4.285,4.625,3.294,3.179,3.184,4.125
33,1048-49,3,True,False,4.153,3.759,3.316,2.265,3.168,3.599
330,1048-49,3,True,False,3.64,3.913,3.667,3.505,3.69,3.394
3307,1048-49,2,True,True,2.722,2.621,3.752,3.152,3.122,2.761
3308,1048-49,3,True,False,3.472,3.833,2.648,2.283,4.006,3.218
3313,1048-49,3,True,False,4.334,4.293,2.617,2.67,3.114,3.546
3314,1048-49,3,True,False,3.883,3.607,3.167,2.882,3.39,2.954
3316,1048-49,2,True,True,3.647,3.37,3.151,2.814,3.346,2.934
3317,1048-49,3,True,False,3.581,4.638,3.041,3.266,3.882,3.968
3318,1048-49,3,True,False,3.808,3.798,3.182,2.97,3.864,2.944
3325,1048-49,2,True,True,3.031,3.505,2.46,3.154,2.745,3.344
3326,1048-49,2,False,True,,,,,,
3327,1048-49,3,True,False,4.084,4.587,3.313,3.135,3.427,4.002
333,1048-49,3,True,False,3.797,4.238,3.064,3.489,3.251,3.6
3330,1048-49,3,True,False,4.752,3.99,3.099,2.942,3.319,3.517
3331,1048-49,3,True,False,4.042,3.24,3.541,4.109,3.659,3.392
3333,1048-49,2,True,True,3.678,3.58,2.685,2.484,3.587,2.834
3334,1048-49,3,True,False,3.841,4.205,2.695,2.964,3.636,3.306
3336,1048-49,3,False,False,,,,,,
334,1048-49,1,True,True,2.857,3.063,3.578,3.064,3.248,3.665
3342,1048-49,3,True,False,3.386,4.406,2.908,2.988,3.842,2.693
3343,1048-49,2,True,True,3.885,3.006,2.144,1.779,3.374,3.223
3351,1048-49,3,True,False,3.919,4.177,3.159,2.463,3.203,3.029
3352,1048-49,3,True,False,3.602,3.755,4.062,3.191,3.726,3.541
3359,1048-49,3,True,False,4.14,4.47,3.167,2.844,3.914,3.259
336,1048-49,3,True,False,3.175,3.992,3.443,3.335,3.601,3.004
3362,1048-49,3,True,False,3.59,4.23,3.441,2.726,3.213,3.122
3366,1048-49,3,True,False,4.624,3.985,3.636,2.789,3.628,3.893
3369,1048-49,3,True,False,3.219,4.02,2.842,2.929,3.388,3.803
3370,1048-49,3,False,False,,,,,,
3373,1048-49,3,True,False,3.862,4.04,3.151,2.911,3.44,4.225
3374,1048-49,3,True,False,4.093,3.829,2.252,3.408,3.575,3.765
338,1048-49,3,True,False,4.444,3.942,2.155,2.827,3.222,3.892
3386,1048-49,3,True,False,3.783,4.118,3.26,3.21,2.897,3.239
3387,1048-49,1,True,True,2.986,2.901,3.77,3.625,3.223,3.354
3390,1048-49,3,True,False,4.03,3.525,2.927,3.189,3.162,3.241
3393,1048-49,3,True,False,4.073,4.044,3.42,3.068,3.68,2.956
3394,1048-49,1,True,True,2.724,2.483,2.603,3.533,3.209,3.262
3395,1048-49,3,True,False,4.14,4.498,3.07,3.346,3.373,3.365
3396,1048-49,3,True,False,4.938,4.208,3.719,3.144,3.353,3.185
3398,1048-49,3,True,False,4.093,4.283,2.893,3.584,3.689,3.697
3399,1048-49,2,False,True,,,,,,
3400,1048-49,3,False,False,,,,,,
3401,1048-49,3,True,False,4.174,4.291,3.545,2.508,4.019,3.463
3404,1048-49,3,True,False,3.982,4.151,2.467,3.044,3.256,3.252
3406,1048-49,3,True,False,3.733,3.292,3.791,3.677,4.224,3.172
3407,1048-49,3,True,False,3.716,4.103,3.145,3.318,3.81,3.258
3408,1048-49,3,True,False,3.856,4.034,3.232,3.536,3.551,2.522
3409,1048-49,3,True,False,3.423,3.655,2.513,3.343,3.703,3.46
341,1048-49,3,True,False,4.121,3.493,3.499,2.945,4.015,3.233
3410,1048-49,3,True,False,4.514,3.801,3.547,3.461,3.398,2.729
3412,1048-49,3,True,False,4.074,3.524,4.046,3.554,3.186,2.8
3414,1048-49,3,True,False,3.622,4.217,2.959,3.166,3.068,2.631
3415,1048-49,3,True,False,4.163,4.087,2.634,2.608,2.866,2.976
342,1048-49,1,True,True,3.101,2.844,2.368,3.403,3.349,2.975
3422,1048-49,3,True,False,3.989,3.763,3.149,2.891,3.711,3.762
3423,1048-49,3,True,False,3.865,3.702,3.185,2.74,3.408,3.166
3425,1048-49,3,True,False,4.914,4.308,3.479,3.243,3.705,3.577
3427,1048-49,3,True,False,4.912,3.9,3.675,3.276,3.554,3.414
3431,1048-49,3,True,False,3.806,3.312,2.212,2.984,3.614,3.405
3432,1048-49,3,False,False,,,,,,
3433,1048-49,3,False,False,,,,,,
3434,1048-49,3,True,False,4.317,4.459,2.424,2.463,3.608,3.277
3436,1048-49,3,True,False,3.987,4.107,4.189,2.699,3.268,3.752
3439,1048-49,3,False,False,,,,,,
344,1048-49,3,True,False,4.06,3.382,3.811,3.396,2.948,3.506
3440,1048-49,3,True,False,3.984,3.402,2.959,3.556,3.883,3.188
3442,1048-49,3,True,False,3.85,4.108,2.622,3.109,3.259,3.092
3445,1048-49,3,False,False,,,,,,
3447,1048-49,3,True,False,4.609,4.442,3.969,3.575,3.073,3.324
3448,1048-49,3,True,False,3.978,4.427,2.725,2.451,3.286,3.472
3452,1048-49,3,True,False,4.126,4.085,2.887,2.87,4.009,2.698
3457,1048-49,3,False,False,,,,,,
3469,1048-49,3,False,False,,,,,,
347,1048-49,3,True,False,3.834,4.4,2.775,3.047,3.462,3.461
3470,1048-49,3,False,False,,,,,,
3471,1048-49,3,True,False,4.11,4.116,2.647,3.515,3.814,3.04
3474,1048-49,3,True,False,4.137,4.537,3.182,2.404,3.704,3.589
3476,1048-49,3,False,False,,,,,,
3477,1048-49,3,True,False,4.382,4.252,2.711,2.532,3.245,2.946
3479,1048-49,3,True,False,3.928,4.459,2.822,2.796,2.863,3.565
3481,1048-49,3,True,False,3.611,4.102,3.279,3.078,3.424,2.467
3482,1048-49,3,True,False,4.458,3.895,2.798,2.952,4.334,3.809
3483,1048-49,3,True,False,3.99,3.994,2.811,3.015,3.598,3.569
3486,1048-49,3,True,False,4.102,4.305,2.97,2.975,4.456,3.41
3492,1048-49,3,True,False,3.841,4.634,3.11,3.263,3.656,3.2
3494,1048-49,3,True,False,3.782,3.723,3.247,3.258,2.88,2.637
3497,1048-49,2,True,True,3.347,3.908,2.616,3.609,3.307,3.855
3498,1048-49,3,False,False,,,,,,
3500,1048-49,3,False,False,,,,,,
3501,1048-49,3,False,False,,,,,,
3505,1048-49,1,True,True,2.679,2.962,2.867,2.792,2.786,2.417
3509,1048-49,3,True,False,3.526,4.187,3.112,3.427,3.695,2.496
351,1048-49,3,True,False,4.443,4.293,4.27,2.741,3.687,3.457
3513,1048-49,3,True,False,3.661,4.624,3.328,3.627,3.554,3.718
3515,1048-49,3,True,False,3.829,4.018,2.757,2.721,3.375,3.859
3520,1048-49,2,True,True,3.754,3.385,3.426,3.055,2.807,3.35
3526,1048-49,3,True,False,4.538,4.313,3.377,2.98,2.816,3.147
3527,1048-49,3,False,False,,,,,,
3528,1048-49,3,False,False,,,,,,
3534,1048-49,3,True,False,5.0,3.733,3.197,2.979,3.953,3.112
3535,1048-49,2,True,True,2.736,3.212,2.689,3.116,2.833,2.636
3538,1048-49,3,False,False,,,,,,
3540,1048-49,3,True,False,4.196,3.864,3.069,3.295,3.319,2.895
3544,1048-49,3,True,False,4.137,3.791,3.071,3.007,4.016,3.268
3546,1048-49,2,True,True,2.84,3.126,3.365,2.558,3.314,3.038
355,1048-49,3,True,False,4.018,3.404,3.15,3.293,3.419,3.31
3551,1048-49,3,True,False,3.902,4.276,3.333,2.901,3.841,4.31
3554,1048-49,3,True,False,3.351,3.225,2.399,2.969,2.376,3.582
3555,1048-49,2,True,True,3.13,3.909,2.643,3.221,3.323,3.443
3557,1048-49,3,True,False,4.74,3.759,3.156,3.433,3.637,2.294
3560,1048-49,3,True,False,3.336,3.866,3.691,2.702,3.814,3.012
3563,1048-49,2,True,True,3.638,2.67,3.325,2.223,3.314,3.811
3564,1048-49,3,False,False,,,,,,
3565,1048-49,3,True,False,4.553,3.612,2.842,3.284,3.694,3.39
3575,1048-49,2,False,True,,,,,,
3578,1048-49,2,True,True,3.424,3.592,2.588,3.002,3.135,2.695
358,1048-49,3,True,False,3.361,3.792,3.435,3.27,3.313,3.218
3581,1048-49,3,True,False,4.441,4.022,3.281,3.09,3.855,3.284
3585,1048-49,3,True,False,3.588,3.254,3.7,2.615,3.223,2.688
3587,1048-49,2,True,True,3.544,3.554,2.871,2.755,3.522,3.922
3588,1048-49,1,True,True,3.109,3.007,3.211,3.637,3.299,3.294
3592,1048-49,1,False,True,,,,,,
3593,1048-49,3,False,False,,,,,,
3594,1048-49,3,True,False,4.069,3.893,3.408,3.095,3.855,3.236
3597,1048-49,3,True,False,4.579,4.145,3.712,2.838,3.643,4.175
3598,1048-49,3,True,False,3.406,3.92,3.193,3.176,3.575,3.282
36,1048-49,3,False,False,,,,,,
3601,1048-49,3,True,False,4.22,3.82,2.984,3.404,4.155,3.274
3603,1048-49,2,True,True,3.082,2.984,2.423,3.526,3.93,3.686
3608,1048-49,1,False,True,,,,,,
3621,1048-49,3,True,False,3.676,3.393,3.208,2.906,3.582,3.323
3624,1048-49,3,True,False,3.937,4.01,3.299,3.243,3.327,3.286
3627,1048-49,3,False,False,,,,,,
3629,1048-49,3,True,False,3.394,4.005,3.396,4.031,2.941,3.339
363,1048-49,3,True,False,3.865,3.547,2.468,3.284,3.1,3.063
3630,1048-49,3,True,False,4.555,4.416,3.296,2.525,3.602,3.77
3631,1048-49,3,True,False,4.114,3.71,2.948,2.694,3.648,3.445
3634,1048-49,3,True,False,3.611,3.62,3.181,3.404,3.058,2.298
3637,1048-49,3,True,False,4.155,4.167,2.947,3.324,3.759,3.128
364,1048-49,3,True,False,4.574,3.877,3.125,3.015,3.376,3.516
3645,1048-49,3,True,False,4.166,4.312,2.569,3.161,4.084,3.141
3647,1048-49,3,True,False,3.571,3.784,2.92,2.717,2.914,3.339
3648,1048-49,3,True,False,3.317,4.648,2.584,4.046,3.312,3.07
3652,1048-49,3,False,False,,,,,,
3653,1048-49,3,True,False,4.4,4.345,2.751,3.311,3.126,3.021
3654,1048-49,3,False,False,,,,,,
3655,1048-49,1,True,True,2.804,3.378,4.115,3.619,3.014,3.168
3658,1048-49,3,True,False,3.831,3.694,2.676,3.204,3.187,3.662
3660,1048-49,3,True,False,4.669,3.869,3.745,3.884,4.126,3.42
3661,1048-49,3,True,False,3.995,3.964,3.577,2.358,3.511,3.684
3667,1048-49,1,True,True,3.149,3.545,3.365,3.267,2.325,3.064
3668,1048-49,3,True,False,3.32,3.378,3.664,2.594,2.783,3.069
3676,1048-49,2,False,True,,,,,,
3677,1048-49,3,True,False,2.834,3.425,3.52,2.882,3.027,3.313
3681,1048-49,3,True,False,4.086,3.893,2.934,2.772,3.276,3.263
3685,1048-49,3,True,False,4.351,3.717,3.462,3.034,4.022,3.422
3687,1048-49,3,True,False,4.089,3.701,2.925,2.543,3.846,2.953
369,1048-49,3,True,False,3.56,3.743,3.194,2.703,3.757,2.979
3693,1048-49,3,False,False,,,,,,
370,1048-49,3,True,False,3.6,3.421,3.174,2.864,3.614,2.941
3701,1048-49,3,True,False,4.351,4.168,2.961,3.71,3.421,2.945
3703,1048-49,3,True,False,4.424,4.01,2.583,2.429,3.423,3.276
3704,1048-49,3,True,False,4.361,3.965,3.196,3.556,3.823,4.173
3709,1048-49,3,True,False,4.072,4.139,3.138,2.629,3.389,2.997
3710,1048-49,2,True,True,3.215,3.571,2.249,2.605,4.254,3.198
3714,1048-49,3,True,False,4.108,3.447,2.598,2.325,4.198,3.931
3715,1048-49,3,True,False,4.364,4.07,3.926,3.355,3.921,2.787
3718,1048-49,2,True,True,3.392,3.507,2.728,2.828,3.136,2.346
3719,1048-49,3,False,False,,,,,,
3723,1048-49,2,True,True,3.894,3.546,2.332,2.245,3.363,3.391
3730,1048-49,3,True,False,4.406,3.845,3.023,2.752,3.019,3.642
3731,1048-49,3,False,False,,,,,,
3732,1048-49,2,True,True,3.536,3.497,3.207,2.98,3.699,3.284
3733,1048-49,3,True,False,4.119,3.771,3.174,3.681,3.432,3.916
3734,1048-49,3,True,False,3.698,3.703,3.269,3.787,3.726,3.088
374,1048-49,3,True,False,4.352,4.042,3.243,3.695,3.133,2.693
3740,1048-49,3,True,False,3.881,3.803,2.381,3.578,2.949,3.619
3742,1048-49,3,True,False,4.405,3.761,2.856,3.501,2.812,3.076
3743,1048-49,3,True,False,3.605,4.527,3.063,3.102,3.63,3.9
3745,1048-49,2,True,True,2.966,4.012,2.586,3.602,3.299,3.765
3746,1048-49,3,True,False,4.617,3.613,3.002,2.783,4.092,3.232
3748,1048-49,3,False,False,,,,,,
3750,1048-49,3,False,False,,,,,,
3753,1048-49,2,True,True,3.427,3.434,2.93,2.715,2.846,3.627
3756,1048-49,3,True,False,4.354,4.297,2.482,2.978,3.767,3.462
3757,1048-49,3,True,False,3.369,3.652,2.686,2.971,3.502,2.993
3764,1048-49,3,True,False,3.721,3.641,2.609,2.815,3.274,3.621
3767,1048-49,2,True,True,3.356,3.375,3.513,3.408,3.619,3.264
3772,1048-49,3,True,False,3.671,4.005,2.854,2.858,2.944,4.268
3775,1048-49,1,True,True,2.549,2.786,2.761,3.67,2.569,3.143
3777,1048-49,3,True,False,4.299,3.867,3.121,2.776,2.807,2.948
3778,1048-49,3,True,False,4.256,3.892,2.644,2.047,3.755,3.277
3779,1048-49,3,True,False,3.888,4.723,3.162,2.563,2.929,2.93
378,1048-49,3,True,False,4.349,3.399,3.187,3.076,2.448,2.78
3780,1048-49,3,True,False,3.937,3.739,2.768,3.08,3.652,3.825
3782,1048-49,3,True,False,4.095,3.907,3.739,3.416,3.457,2.572
3783,1048-49,3,True,False,3.582,4.29,3.622,2.859,2.954,3.258
3784,1048-49,3,True,False,3.61,3.54,2.52,2.95,4.289,3.239
3785,1048-49,3,True,False,4.578,3.79,2.899,2.76,3.038,3.435
3787,1048-49,1,True,True,2.97,3.052,3.418,3.336,2.334,3.637
3788,1048-49,3,False,False,,,,,,
3792,1048-49,3,True,False,3.736,4.221,3.162,3.356,3.946,2.587
3795,1048-49,2,False,True,,,,,,
3798,1048-49,3,True,False,3.653,4.188,2.647,3.309,4.091,3.274
38,1048-49,3,True,False,3.629,3.951,3.305,2.942,3.439,3.068
3800,1048-49,2,True,True,3.157,3.426,2.551,3.194,3.654,2.75
3801,1048-49,2,True,True,2.985,3.469,2.607,2.993,3.147,2.854
3805,1048-49,3,True,False,4.686,4.724,3.699,3.094,3.839,3.797
3806,1048-49,3,True,False,3.968,3.792,3.474,2.888,3.627,2.966
3807,1048-49,3,True,False,3.76,3.886,2.259,2.61,3.577,3.637
3810,1048-49,3,True,False,4.339,3.934,4.264,2.075,3.867,3.701
3811,1048-49,3,False,False,,,,,,
3813,1048-49,3,True,False,3.814,3.548,3.256,3.207,3.417,2.962
3817,1048-49,3,True,False,4.302,4.011,2.882,2.629,3.403,3.383
3819,1048-49,3,True,False,3.936,4.073,3.44,2.352,3.219,3.321
382,1048-49,3,True,False,4.165,4.077,3.602,2.993,3.521,3.083
3821,1048-49,3,False,False,,,,,,
3823,1048-49,3,True,False,4.574,4.354,3.418,3.126,3.513,3.611
3827,1048-49,3,True,False,3.42,3.521,3.379,2.868,2.6,4.049
3828,1048-49,3,True,False,4.181,4.219,3.29,2.959,2.99,3.533
383,1048-49,3,False,False,,,,,,
3830,1048-49,3,True,False,4.054,4.655,3.142,3.22,3.225,3.779
3835,1048-49,3,True,False,3.646,3.502,2.286,2.755,3.967,3.079
3836,1048-49,3,True,False,3.534,3.901,3.933,2.594,4.056,3.343
3837,1048-49,3,False,False,,,,,,
3838,1048-49,3,True,False,4.322,3.698,2.678,2.651,3.362,2.091
3839,1048-49,3,True,False,4.234,4.2,3.031,3.444,4.185,3.301
3841,1048-49,3,False,False,,,,,,
3844,1048-49,3,True,False,4.177,3.858,3.816,3.698,3.947,3.59
3845,1048-49,3,True,False,3.775,3.983,3.757,3.978,3.666,3.593
3846,1048-49,3,True,False,3.927,4.147,2.949,2.802,3.196,3.739
3850,1048-49,3,True,False,4.092,3.39,3.395,3.011,3.12,3.493
3855,1048-49,3,False,False,,,,,,
386,1048-49,3,True,False,3.977,3.601,2.782,2.156,4.169,3.156
3861,1048-49,1,True,True,3.359,2.408,2.935,3.158,4.114,3.154
3862,1048-49,2,True,True,3.391,3.767,3.559,3.39,2.918,2.624
3865,1048-49,3,True,False,3.218,4.642,2.868,3.305,3.179,3.303
3868,1048-49,3,True,False,4.233,3.697,3.546,3.598,3.172,2.985
3869,1048-49,3,True,False,4.268,3.99,2.508,2.899,3.231,3.572
3873,1048-49,3,True,False,3.73,3.622,2.755,2.531,3.53,2.93
3875,1048-49,2,True,True,3.277,3.238,3.017,2.743,2.636,2.88
3877,1048-49,3,True,False,4.051,4.651,2.544,3.634,3.364,2.926
3881,1048-49,3,True,False,3.775,4.126,3.186,3.213,3.558,3.913
389,1048-49,3,False,False,,,,,,
3890,1048-49,3,False,False,,,,,,
3893,1048-49,3,False,False,,,,,,
3895,1048-49,3,True,False,3.87,3.743,2.903,2.863,4.018,3.688
3899,1048-49,3,True,False,3.186,4.165,2.924,2.911,3.666,3.485
390,1048-49,3,False,False,,,,,,
3901,1048-49,3,True,False,3.907,4.066,3.352,2.764,3.59,3.442
3902,1048-49,3,True,False,4.053,4.166,3.013,3.537,3.201,3.784
3903,1048-49,3,True,False,4.434,3.44,3.267,3.048,4.104,3.786
3905,1048-49,3,False,False,,,,,,
391,1048-49,3,True,False,4.375,3.48,3.633,3.506,3.202,3.764
3911,1048-49,2,True,True,3.737,3.376,3.187,2.974,2.663,4.12
3912,1048-49,3,False,False,,,,,,
3917,1048-49,3,True,False,3.932,3.495,2.253,2.589,3.465,2.761
392,1048-49,3,True,False,3.499,3.77,3.035,2.788,3.481,3.588
3924,1048-49,3,True,False,4.103,4.067,3.198,3.034,2.931,2.651
3925,1048-49,3,True,False,3.936,4.329,2.835,3.554,2.956,3.485
3926,1048-49,3,True,False,3.985,3.696,2.842,3.195,4.072,2.842
3928,1048-49,3,True,False,4.024,3.566,3.652,3.573,2.651,2.413
3929,1048-49,3,False,False,,,,,,
3930,1048-49,2,True,True,3.382,3.39,3.313,3.363,3.497,2.646
3931,1048-49,2,True,True,2.794,3.053,2.995,3.633,3.106,3.137
3932,1048-49,3,True,False,4.058,3.744,3.694,2.947,3.395,3.977
3933,1048-49,3,True,False,4.081,3.628,2.996,3.441,3.444,3.643
3936,1048-49,3,True,False,3.842,3.487,2.974,2.621,3.436,3.193
3937,1048-49,3,True,False,4.036,4.251,2.778,2.811,3.325,3.679
394,1048-49,3,True,False,3.912,3.188,2.605,2.678,3.989,3.786
3949,1048-49,3,False,False,,,,,,
3954,1048-49,3,True,False,4.573,3.861,3.097,2.885,2.958,4.418
3960,1048-49,3,True,False,3.817,4.368,3.134,2.877,4.018,2.648
3961,1048-49,3,True,False,3.713,3.456,3.071,2.695,3.727,3.728
3962,1048-49,3,True,False,4.315,3.742,3.217,3.195,3.676,2.923
3963,1048-49,3,True,False,4.229,3.521,3.562,2.058,3.462,3.363
3964,1048-49,3,True,False,4.353,3.796,3.454,3.291,3.533,3.709
3966,1048-49,3,True,False,3.503,3.96,3.133,3.536,3.53,3.029
3969,1048-49,3,True,False,4.37,3.848,2.793,3.114,3.861,3.167
397,1048-49,3,True,False,3.943,4.701,3.557,3.239,2.844,3.072
