student_id,academic_year_graduated,programme_code,degree_classification,degree_weighted_avg
14649,1050-51,2_4_10,2:1,60.2
14650,1050-51,2_4_12,2:2,52.8
14654,1050-51,2_4_12,2:1,61.9
14655,1050-51,2_2_3,2:2,50.1
14667,1050-51,2_2_3,2:1,61.9
14670,1050-51,2_1_1,First,73.8
14671,1050-51,2_1_1,Third,46.6
14675,1050-51,2_2_2,2:2,54.9
14682,1050-51,2_1_1,2:2,52.5
14683,1050-51,4_2_12,2:1,62.2
14686,1050-51,4_2_12,2:2,52.8
14688,1050-51,2_2_3,2:2,57.8
14696,1050-51,1_1_5,Third,49.3
14700,1050-51,2_3_9,2:2,52.4
14708,1050-51,2_4_12,2:1,69.4
14710,1050-51,1_1_5,First,73.2
14716,1050-51,2_3_9,2:1,64.2
14718,1050-51,1_1_3,2:1,60.0
14722,1050-51,2_2_2,2:2,57.8
14725,1050-51,2_3_9,2:2,51.3
14735,1050-51,1_2_1,2:2,53.8
14736,1050-51,4_2_12,2:2,57.1
14737,1050-51,2_2_4,2:2,58.7
14741,1050-51,2_1_1,2:2,59.2
14744,1050-51,1_1_2,2:1,64.4
14747,1050-51,2_4_10,2:2,54.2
14753,1050-51,2_3_8,2:1,69.5
14764,1050-51,2_4_10,2:2,54.5
14769,1050-51,2_4_12,2:1,61.5
14777,1050-51,2_2_3,First,73.5
14778,1050-51,4_2_12,2:1,69.2
14780,1050-51,4_2_12,First,75.2
14786,1050-51,1_1_4,2:1,60.5
14788,1050-51,4_2_12,2:1,63.3
14801,1050-51,2_3_7,2:2,59.8
14805,1050-51,1_2_1,2:2,54.7
14806,1050-51,2_3_7,2:2,58.4
14810,1050-51,1_1_4,2:2,50.0
14816,1050-51,3_2_2,2:2,54.5
14826,1050-51,2_2_3,2:2,58.8
14836,1050-51,1_1_3,2:1,61.3
14841,1050-51,2_2_5,2:2,53.7
14842,1050-51,1_1_4,2:1,61.1
14844,1050-51,2_4_10,2:2,57.6
14851,1050-51,2_2_3,2:2,51.7
14857,1050-51,2_2_6,2:1,67.3
14861,1050-51,2_3_7,2:1,67.0
14882,1050-51,1_1_2,First,72.3
14891,1050-51,4_2_12,2:1,62.3
14894,1050-51,2_3_8,2:1,63.9
14897,1050-51,2_3_8,2:2,56.9
14908,1050-51,2_2_4,2:1,60.4
14923,1050-51,1_1_3,2:2,55.4
14925,1050-51,2_4_10,2:2,57.4
14929,1050-51,2_3_9,2:2,53.2
14934,1050-51,1_1_2,2:2,55.0
14937,1050-51,1_1_5,2:2,57.4
14944,1050-51,1_1_5,2:2,59.6
14945,1050-51,4_2_12,First,78.5
14946,1050-51,4_2_12,First,74.0
14952,1050-51,2_2_5,2:2,50.1
14953,1050-51,1_1_5,2:1,63.9
14956,1050-51,2_2_2,2:2,58.0
14957,1050-51,2_2_4,2:1,68.6
14958,1050-51,2_2_3,2:2,53.9
14959,1050-51,1_1_1,2:1,61.6
14968,1050-51,1_1_4,2:1,67.7
14971,1050-51,2_4_11,2:2,54.2
14973,1050-51,2_2_5,2:1,68.4
14976,1050-51,2_2_5,2:1,62.2
14981,1050-51,2_2_2,2:2,56.2
14982,1050-51,2_2_4,2:2,58.3
14985,1050-51,2_3_7,2:1,67.7
14986,1050-51,4_2_12,2:1,63.2
14990,1050-51,2_4_12,First,71.3
14992,1050-51,1_1_2,2:1,63.5
14994,1050-51,1_1_3,2:1,62.2
1525,1050-51,4_2_12,2:2,53.8
1664,1050-51,2_4_10,Third,45.2
1697,1050-51,1_1_4,2:2,53.1
1749,1050-51,2_3_7,2:2,51.6
1770,1050-51,1_1_3,Third,48.3
1802,1050-51,4_2_12,2:2,51.2
2152,1050-51,2_3_8,Third,49.1
22,1050-51,2_4_12,Third,48.3
2288,1050-51,1_1_4,2:2,52.7
2396,1050-51,2_2_5,2:1,60.3
2446,1050-51,3_2_2,Third,47.7
2551,1050-51,1_1_1,Third,49.7
2635,1050-51,1_1_2,2:2,50.2
2764,1050-51,1_1_5,2:2,51.9
2795,1050-51,2_3_8,2:1,61.2
2830,1050-51,1_1_4,Third,46.9
3100,1050-51,2_3_8,2:2,52.0
3255,1050-51,2_2_3,2:2,52.8
3299,1050-51,1_1_4,2:2,59.3
3362,1050-51,1_1_5,Third,48.3
3380,1050-51,1_1_1,2:2,50.6
3399,1050-51,2_2_2,Third,48.2
3595,1050-51,2_4_10,2:2,58.5
3765,1050-51,2_3_8,Third,48.1
3801,1050-51,2_4_12,Third,44.1
3890,1050-51,2_2_4,2:2,52.7
3981,1050-51,1_2_1,2:2,55.7
4061,1050-51,1_1_2,2:2,57.0
4127,1050-51,2_3_8,2:2,52.2
413,1050-51,1_1_3,Third,50.0
4380,1050-51,2_4_12,2:2,55.3
4556,1050-51,2_2_3,Third,48.4
464,1050-51,1_1_5,2:2,58.4
4723,1050-51,2_1_1,2:2,51.8
4769,1050-51,2_2_2,2:2,52.0
4812,1050-51,2_3_9,2:2,52.8
4835,1050-51,2_1_1,Third,47.7
5024,1050-51,2_3_8,Third,49.4
5029,1050-51,2_3_9,Third,42.5
5031,1050-51,3_2_2,2:2,59.0
5046,1050-51,1_1_4,2:2,58.6
5050,1050-51,4_2_12,Third,48.3
5092,1050-51,4_2_12,2:1,60.7
5199,1050-51,2_3_7,2:2,51.9
5221,1050-51,3_2_2,2:2,58.6
5244,1050-51,2_4_12,2:2,56.9
5259,1050-51,1_1_4,2:2,52.3
5326,1050-51,2_4_11,Third,44.6
5337,1050-51,1_2_1,2:2,51.1
5351,1050-51,2_2_3,2:1,62.0
5421,1050-51,1_2_1,2:2,54.8
5458,1050-51,4_2_12,2:1,67.7
5489,1050-51,2_3_7,2:2,55.0
5510,1050-51,2_2_6,Third,44.4
5539,1050-51,2_2_5,2:2,54.5
5581,1050-51,2_4_12,Third,46.0
5639,1050-51,2_1_1,Third,47.0
5733,1050-51,2_2_4,2:2,56.7
5737,1050-51,2_4_10,2:2,59.7
5773,1050-51,1_1_3,2:2,51.1
5781,1050-51,2_2_2,2:2,50.0
5787,1050-51,2_4_10,2:2,50.8
5801,1050-51,2_1_1,2:2,58.5
59,1050-51,2_2_5,Third,43.5
5919,1050-51,4_2_12,Third,48.2
5924,1050-51,2_2_5,2:2,51.6
5963,1050-51,3_2_2,2:2,52.4
5976,1050-51,2_4_10,2:1,66.7
6004,1050-51,2_2_3,2:2,59.7
6016,1050-51,2_4_12,2:2,58.7
6087,1050-51,3_2_2,2:2,55.7
6121,1050-51,1_1_5,2:2,54.6
6142,1050-51,2_4_11,2:1,62.1
6166,1050-51,2_3_7,2:2,54.8
6179,1050-51,1_2_1,2:2,59.0
6205,1050-51,2_3_7,2:2,53.8
6243,1050-51,4_2_12,2:2,58.1
6262,1050-51,2_4_12,2:2,53.8
6275,1050-51,2_3_8,2:2,53.4
6284,1050-51,3_1_1,2:1,61.1
630,1050-51,2_2_5,Third,45.4
6355,1050-51,2_4_12,2:1,64.8
6389,1050-51,2_2_5,2:2,51.7
6416,1050-51,2_4_12,2:2,55.3
6419,1050-51,2_3_9,2:2,51.8
6442,1050-51,2_4_10,2:2,55.0
6447,1050-51,3_2_2,2:2,50.2
6448,1050-51,2_2_3,2:2,55.2
646,1050-51,2_3_7,2:2,53.2
6510,1050-51,1_1_4,2:1,66.2
6519,1050-51,2_2_4,2:2,52.2
6527,1050-51,2_4_12,2:2,56.9
6534,1050-51,2_4_12,2:2,56.9
6557,1050-51,3_1_1,Third,45.6
6597,1050-51,2_2_3,2:2,51.5
6607,1050-51,4_2_12,Third,49.3
6699,1050-51,2_2_2,2:2,54.5
6731,1050-51,4_2_12,Third,49.9
6800,1050-51,4_2_12,Third,45.9
6914,1050-51,1_1_3,2:2,50.3
6915,1050-51,3_2_2,2:1,65.5
6917,1050-51,2_3_7,2:2,53.7
6918,1050-51,2_3_9,2:2,57.5
6973,1050-51,2_4_11,2:2,57.3
6974,1050-51,2_3_7,2:2,51.8
6978,1050-51,4_2_12,2:2,58.3
6980,1050-51,4_2_12,Third,42.3
6983,1050-51,1_1_5,2:1,63.5
6984,1050-51,1_1_4,2:2,54.8
700,1050-51,2_2_3,2:2,53.5
7010,1050-51,2_2_4,2:2,54.0
7014,1050-51,1_1_1,2:2,59.6
7082,1050-51,3_1_1,2:1,60.8
7107,1050-51,1_1_3,2:2,51.4
7236,1050-51,2_4_10,2:1,61.1
7246,1050-51,4_2_12,2:1,63.7
7252,1050-51,4_2_12,2:2,56.6
7323,1050-51,2_3_7,Third,45.8
7330,1050-51,2_4_12,Third,43.3
7409,1050-51,2_2_2,First,70.4
7425,1050-51,2_4_10,Third,48.3
7465,1050-51,2_2_2,2:2,52.1
7482,1050-51,1_1_1,2:2,50.5
7493,1050-51,2_1_1,2:2,50.6
7510,1050-51,2_2_3,Third,45.5
7532,1050-51,2_4_10,Third,45.3
7558,1050-51,2_2_4,2:1,60.7
7567,1050-51,2_2_3,Third,47.0
7575,1050-51,2_3_7,2:2,56.0
7640,1050-51,4_2_12,2:1,66.5
7693,1050-51,1_1_4,2:1,61.8
773,1050-51,2_2_5,2:2,59.9
7733,1050-51,1_1_5,2:2,56.5
7761,1050-51,2_2_5,Third,46.8
7779,1050-51,1_1_2,2:2,52.7
7796,1050-51,2_3_8,2:1,68.6
7801,1050-51,2_3_7,Third,46.9
7832,1050-51,2_2_5,Third,48.8
7839,1050-51,2_3_7,2:2,53.7
7840,1050-51,2_4_10,2:2,52.1
7859,1050-51,2_3_8,2:2,53.3
7881,1050-51,1_1_4,2:2,50.2
7894,1050-51,2_2_6,2:1,60.6
7896,1050-51,3_2_2,2:1,66.7
7982,1050-51,2_1_1,2:1,64.3
7983,1050-51,2_2_5,Third,47.9
8054,1050-51,2_4_12,2:2,52.8
8064,1050-51,1_1_3,Third,45.9
8193,1050-51,2_4_10,2:2,58.5
8213,1050-51,1_1_5,Third,48.6
8214,1050-51,3_1_1,Third,43.2
8292,1050-51,2_2_4,2:2,57.2
8390,1050-51,2_4_11,Third,49.4
8396,1050-51,2_2_4,Third,45.4
8468,1050-51,2_4_12,2:2,51.0
8480,1050-51,1_1_4,2:2,56.4
8484,1050-51,1_1_5,2:2,52.8
8541,1050-51,2_2_3,Third,46.4
8650,1050-51,1_1_3,2:2,53.3
8657,1050-51,1_1_5,2:1,60.6
8781,1050-51,1_2_1,2:1,62.6
8782,1050-51,2_2_4,2:2,56.5
8808,1050-51,4_2_12,First,70.3
8825,1050-51,4_2_12,Third,40.4
8847,1050-51,2_3_7,Third,48.6
8862,1050-51,1_1_2,2:2,53.0
8903,1050-51,1_1_2,Third,48.8
8932,1050-51,2_3_8,2:1,62.9
8935,1050-51,2_3_7,2:2,52.9
8966,1050-51,2_1_1,2:2,58.2
9025,1050-51,2_3_8,Third,46.8
9071,1050-51,2_2_2,2:2,51.5
9075,1050-51,2_2_2,Third,49.4
9145,1050-51,3_2_2,2:1,64.2
9192,1050-51,2_4_12,2:2,50.9
9194,1050-51,2_2_2,Third,45.0
9233,1050-51,1_1_3,First,75.6
9260,1050-51,2_4_12,2:2,51.4
9303,1050-51,2_2_5,2:2,53.1
9317,1050-51,2_4_12,2:2,58.2
9327,1050-51,2_4_12,2:2,59.2
9330,1050-51,1_1_1,2:1,65.6
9342,1050-51,2_4_12,2:2,58.1
9356,1050-51,1_1_3,Third,46.6
9410,1050-51,4_2_12,2:2,51.3
9412,1050-51,1_2_1,2:2,57.6
9413,1050-51,1_1_1,2:2,56.0
9440,1050-51,2_2_5,2:2,55.2
9450,1050-51,1_1_5,2:1,64.2
9468,1050-51,2_2_3,Third,48.4
9521,1050-51,1_1_3,2:2,53.5
9537,1050-51,2_4_11,Third,46.8
9540,1050-51,2_3_8,2:2,58.6
9587,1050-51,2_2_3,Third,45.1
9674,1050-51,2_4_12,Third,47.0
9713,1050-51,2_3_8,Third,47.4
9717,1050-51,2_2_3,2:2,53.2
9741,1050-51,2_3_7,Third,49.9
9760,1050-51,2_4_10,2:2,55.7
977,1050-51,4_2_12,Third,41.1
9779,1050-51,2_2_5,2:1,61.3
9835,1050-51,2_4_10,Third,49.8
9854,1050-51,1_1_4,First,71.6
9867,1050-51,4_2_12,Third,45.5
9950,1050-51,1_1_1,2:1,67.5
10036,1051-52,1_1_3,2:1,62.2
10049,1051-52,2_4_11,Third,43.8
10109,1051-52,2_2_5,2:2,50.9
10119,1051-52,3_2_2,First,72.0
10120,1051-52,2_4_10,2:1,61.8
10142,1051-52,2_3_8,2:1,62.1
10229,1051-52,4_2_12,2:2,54.2
10263,1051-52,1_1_5,2:2,55.4
10347,1051-52,2_4_12,Third,47.9
10359,1051-52,1_1_2,2:1,67.5
10361,1051-52,2_2_2,Third,46.6
10375,1051-52,2_4_10,2:2,57.2
10398,1051-52,1_1_2,2:1,60.6
10408,1051-52,2_1_1,2:2,54.5
10438,1051-52,2_4_12,Third,47.3
10530,1051-52,1_2_1,2:2,55.0
10568,1051-52,1_2_1,2:2,55.9
10599,1051-52,2_2_5,2:2,56.8
10633,1051-52,2_4_10,2:2,53.1
10676,1051-52,2_3_9,2:2,58.3
10680,1051-52,1_1_3,2:2,59.8
10728,1051-52,4_2_12,Third,42.8
10734,1051-52,3_2_2,2:2,54.9
10818,1051-52,2_3_7,2:2,50.1
10832,1051-52,4_2_12,2:2,51.5
10888,1051-52,3_2_2,2:2,51.2
10894,1051-52,2_4_10,Third,45.7
10939,1051-52,1_1_3,2:2,56.6
10953,1051-52,2_4_12,2:2,56.0
10962,1051-52,2_2_3,2:2,51.5
10970,1051-52,2_4_12,2:1,63.2
11019,1051-52,1_1_3,2:2,54.7
11053,1051-52,2_2_2,2:1,60.0
11057,1051-52,2_4_10,Third,47.6
11137,1051-52,4_2_12,2:1,62.5
11138,1051-52,1_1_3,2:2,50.5
11139,1051-52,2_2_5,2:2,57.7
11207,1051-52,2_2_2,2:2,58.7
11208,1051-52,2_3_9,2:2,55.5
11209,1051-52,3_1_1,2:2,53.7
11312,1051-52,2_3_9,2:2,57.9
11317,1051-52,2_4_11,2:2,53.6
11325,1051-52,1_1_1,First,73.2
11377,1051-52,2_2_3,2:2,59.3
11564,1051-52,2_3_9,2:2,55.6
11577,1051-52,3_2_2,Third,45.2
11641,1051-52,3_2_2,First,76.2
11667,1051-52,1_1_1,2:2,51.9
11674,1051-52,2_4_12,2:2,54.8
11689,1051-52,2_2_5,Third,49.2
11691,1051-52,1_2_1,2:1,61.0
11731,1051-52,2_4_12,Third,47.5
11733,1051-52,2_3_8,2:2,50.4
11750,1051-52,2_4_12,Third,49.1
11780,1051-52,2_4_10,2:1,65.5
11796,1051-52,2_4_12,Third,45.2
11820,1051-52,3_2_2,2:2,52.5
11870,1051-52,4_2_12,2:2,57.3
11871,1051-52,2_2_3,2:1,64.8
11886,1051-52,1_1_3,2:2,52.7
11941,1051-52,2_2_6,2:1,60.6
11963,1051-52,4_2_12,First,73.0
11979,1051-52,2_3_7,2:2,50.7
11992,1051-52,2_2_4,2:1,63.2
11994,1051-52,3_2_2,Third,49.2
12057,1051-52,2_4_10,2:2,56.2
12066,1051-52,2_3_8,2:2,51.6
12138,1051-52,2_4_10,2:2,57.6
12151,1051-52,1_1_3,Third,45.1
12166,1051-52,2_3_9,2:2,58.3
12187,1051-52,2_1_1,2:1,62.9
12263,1051-52,2_2_6,2:2,55.8
12278,1051-52,2_2_5,2:1,61.1
12286,1051-52,1_2_1,2:1,60.2
12345,1051-52,2_2_2,Third,46.4
12365,1051-52,2_4_12,2:2,50.3
12417,1051-52,2_2_3,2:2,50.3
12451,1051-52,2_3_9,Third,48.4
12459,1051-52,2_4_10,2:2,51.0
12496,1051-52,2_3_7,2:2,53.9
12503,1051-52,1_1_1,Third,45.3
12511,1051-52,1_1_3,2:2,56.3
12525,1051-52,2_2_5,2:1,64.4
12653,1051-52,2_2_2,2:2,58.5
12672,1051-52,2_2_3,2:2,58.6
12696,1051-52,2_2_5,2:2,50.0
12715,1051-52,1_1_2,2:2,57.4
12722,1051-52,2_3_7,2:2,58.8
12724,1051-52,2_4_11,2:1,60.3
12740,1051-52,1_1_4,Third,49.3
12757,1051-52,2_4_12,2:2,52.3
12803,1051-52,2_2_3,Third,46.7
12834,1051-52,2_3_8,Third,44.3
12836,1051-52,2_1_1,2:2,53.9
12838,1051-52,1_1_2,2:1,63.2
12840,1051-52,2_2_2,2:2,55.7
12942,1051-52,4_2_12,2:2,55.9
12952,1051-52,2_4_11,2:1,63.3
12994,1051-52,2_4_12,Third,47.5
13021,1051-52,2_2_4,2:2,54.9
13031,1051-52,2_2_3,2:1,61.3
13044,1051-52,1_1_3,2:2,59.2
13065,1051-52,2_2_2,2:1,60.8
13080,1051-52,2_4_10,2:2,50.3
13145,1051-52,1_1_4,Third,45.3
13209,1051-52,2_2_3,2:2,50.2
13226,1051-52,2_2_5,2:2,50.5
13266,1051-52,2_4_12,2:1,61.5
13275,1051-52,1_1_5,2:2,52.7
13276,1051-52,3_2_2,Third,45.2
13282,1051-52,1_1_2,Third,47.3
13375,1051-52,2_1_1,2:1,67.3
13393,1051-52,2_3_7,Third,48.5
13455,1051-52,2_2_3,2:2,51.6
13458,1051-52,2_2_6,2:1,62.4
13474,1051-52,2_2_4,2:2,55.4
13478,1051-52,1_1_3,First,80.7
13482,1051-52,2_2_4,2:2,56.6
13483,1051-52,2_4_10,2:2,50.7
13496,1051-52,2_3_9,2:2,53.2
13537,1051-52,2_4_12,2:2,54.4
13604,1051-52,2_3_7,Third,47.6
13609,1051-52,1_1_4,2:2,51.5
13656,1051-52,2_3_7,2:2,57.7
13701,1051-52,2_2_2,2:2,55.5
13731,1051-52,2_3_7,Third,44.9
13733,1051-52,1_1_4,2:2,54.3
13736,1051-52,1_1_4,2:2,55.8
13737,1051-52,2_4_12,2:1,64.3
13774,1051-52,2_3_7,2:2,53.6
13796,1051-52,2_2_2,Third,46.1
13818,1051-52,1_1_2,2:2,55.2
13892,1051-52,2_2_5,2:2,55.8
13900,1051-52,2_1_1,2:2,52.1
13928,1051-52,2_2_5,2:2,55.6
13931,1051-52,1_1_5,2:2,50.2
14013,1051-52,1_1_4,2:2,50.3
14016,1051-52,2_4_11,2:1,61.5
14040,1051-52,2_3_9,Third,46.1
14142,1051-52,1_1_3,2:1,61.0
14149,1051-52,2_4_12,Third,48.6
14171,1051-52,2_2_4,Third,44.3
14194,1051-52,2_4_10,2:2,55.8
14197,1051-52,1_1_2,2:1,60.5
14215,1051-52,1_1_3,2:2,55.2
14233,1051-52,2_3_7,2:2,53.8
14244,1051-52,1_1_3,2:1,60.2
14250,1051-52,2_3_8,2:2,52.7
14284,1051-52,2_4_10,2:2,54.8
14285,1051-52,1_1_2,Third,49.1
14317,1051-52,2_2_5,2:2,55.5
14328,1051-52,1_1_5,2:2,55.2
14362,1051-52,2_2_2,2:2,54.8
14387,1051-52,2_4_11,2:2,55.4
14478,1051-52,2_2_5,2:2,53.9
14492,1051-52,3_1_1,2:1,66.7
14503,1051-52,2_4_10,Third,48.2
14527,1051-52,4_2_12,Third,48.8
14537,1051-52,2_2_5,First,76.9
14540,1051-52,2_2_5,2:1,60.0
14552,1051-52,2_1_1,2:2,53.9
14553,1051-52,3_1_1,2:2,52.7
14554,1051-52,1_2_1,2:2,55.5
14556,1051-52,2_4_12,2:2,50.5
14564,1051-52,2_3_8,2:1,60.0
14594,1051-52,2_2_4,Third,45.6
14623,1051-52,2_2_4,2:1,61.4
14661,1051-52,2_2_2,2:2,52.7
14757,1051-52,2_2_3,First,71.8
14787,1051-52,2_4_12,Third,49.9
14824,1051-52,3_2_2,2:2,54.4
14837,1051-52,2_3_8,2:2,53.9
14870,1051-52,4_2_12,2:2,51.9
14883,1051-52,2_3_7,Third,49.5
14987,1051-52,3_2_2,2:2,55.4
14997,1051-52,2_3_7,Third,48.7
15004,1051-52,2_2_4,Third,49.2
15005,1051-52,1_1_3,First,73.8
15021,1051-52,4_2_12,First,73.1
15026,1051-52,2_4_12,Third,47.2
15028,1051-52,3_1_1,2:1,62.7
15029,1051-52,2_2_5,2:1,63.4
15036,1051-52,1_1_1,2:1,68.2
15038,1051-52,2_4_12,Third,49.5
15046,1051-52,2_4_12,2:2,58.4
15048,1051-52,2_1_1,2:1,66.4
15052,1051-52,2_2_4,2:2,52.1
15053,1051-52,2_4_10,2:1,63.0
15056,1051-52,2_3_7,2:1,68.2
15057,1051-52,2_4_11,2:2,51.9
15059,1051-52,2_2_3,2:1,65.4
15061,1051-52,1_1_5,2:1,63.8
15067,1051-52,2_2_3,Third,48.5
15074,1051-52,2_4_10,2:1,64.9
15077,1051-52,2_1_1,2:2,58.6
15078,1051-52,1_1_2,2:2,57.9
15080,1051-52,1_1_3,2:1,63.0
15083,1051-52,2_4_10,2:1,68.6
15088,1051-52,2_4_12,2:1,66.2
15089,1051-52,2_1_1,Third,49.4
15090,1051-52,3_1_1,First,72.0
15091,1051-52,2_3_7,2:1,62.5
15100,1051-52,3_1_1,2:1,64.3
15103,1051-52,1_1_4,2:1,67.5
15105,1051-52,2_2_3,2:1,66.8
15107,1051-52,2_2_5,2:2,58.7
15109,1051-52,2_2_6,2:1,65.5
15112,1051-52,2_1_1,2:2,55.2
15114,1051-52,3_2_2,2:1,62.3
15123,1051-52,2_3_8,2:1,67.1
15124,1051-52,2_3_8,2:2,54.0
15126,1051-52,2_2_2,2:2,55.4
15127,1051-52,3_2_2,2:1,62.7
15139,1051-52,1_2_1,Third,46.5
15140,1051-52,1_1_2,2:2,57.9
15141,1051-52,2_2_3,2:2,56.4
15142,1051-52,2_2_2,2:2,57.8
15144,1051-52,4_2_12,First,83.8
15153,1051-52,2_2_4,2:2,58.5
15154,1051-52,3_1_1,2:1,64.9
15158,1051-52,1_1_5,First,74.6
15165,1051-52,3_1_1,2:2,52.4
15170,1051-52,2_4_10,2:1,64.3
15172,1051-52,2_2_3,First,70.5
15173,1051-52,2_2_3,2:2,59.2
15175,1051-52,4_2_12,2:1,66.2
15178,1051-52,4_2_12,2:1,63.5
15180,1051-52,1_1_5,2:1,69.2
15182,1051-52,2_2_5,2:2,56.4
15191,1051-52,4_2_12,2:2,50.3
15193,1051-52,2_3_8,2:1,63.3
15214,1051-52,1_1_3,2:1,66.8
15223,1051-52,2_2_3,2:2,55.2
15236,1051-52,1_1_3,2:1,64.3
15237,1051-52,2_4_12,2:2,57.7
15241,1051-52,1_1_4,2:1,67.4
15246,1051-52,2_3_7,2:1,63.2
15253,1051-52,2_2_5,2:1,67.1
15255,1051-52,1_1_4,2:1,64.1
15256,1051-52,1_1_4,2:1,69.4
15257,1051-52,2_4_10,2:2,51.4
15259,1051-52,2_2_4,2:1,62.8
15265,1051-52,2_2_3,2:2,57.1
15266,1051-52,2_4_12,2:1,64.3
15269,1051-52,2_1_1,2:1,60.4
15285,1051-52,2_1_1,2:2,56.2
15289,1051-52,2_4_10,2:1,63.5
15296,1051-52,2_3_8,2:1,66.2
15297,1051-52,3_1_1,2:1,67.0
15299,1051-52,2_2_6,Third,47.6
15300,1051-52,2_2_3,First,72.8
15302,1051-52,2_3_9,2:1,68.0
15311,1051-52,1_1_1,2:1,60.0
15315,1051-52,4_2_12,2:1,63.9
15334,1051-52,2_2_5,2:1,62.2
15336,1051-52,2_1_1,Third,47.8
15339,1051-52,2_3_8,2:1,62.8
15340,1051-52,2_2_6,First,74.5
15348,1051-52,2_4_12,2:1,66.4
15350,1051-52,2_4_12,2:1,63.8
15357,1051-52,2_1_1,2:2,56.8
15364,1051-52,2_4_12,First,70.7
15366,1051-52,2_4_11,2:2,58.0
15367,1051-52,2_2_6,2:1,61.8
15382,1051-52,2_2_4,2:2,56.2
15386,1051-52,1_1_1,2:2,51.7
15388,1051-52,2_2_2,2:2,53.9
15391,1051-52,4_2_12,2:1,69.1
15392,1051-52,2_2_2,2:2,57.8
15393,1051-52,2_2_4,2:2,56.0
15397,1051-52,1_1_2,2:1,64.5
15401,1051-52,2_2_6,2:1,64.7
15406,1051-52,3_1_1,2:1,62.3
15408,1051-52,1_1_4,2:2,50.9
15414,1051-52,2_4_10,2:1,68.5
15423,1051-52,2_1_1,2:1,61.6
15426,1051-52,2_2_2,2:1,60.2
15427,1051-52,2_3_8,2:2,52.1
15434,1051-52,2_2_2,2:1,61.7
15446,1051-52,4_2_12,2:2,51.7
15451,1051-52,3_2_2,2:2,52.1
15452,1051-52,2_4_10,2:1,64.5
15456,1051-52,2_4_10,2:1,60.9
15459,1051-52,2_2_4,2:1,67.6
15478,1051-52,2_3_7,2:1,69.2
15485,1051-52,2_2_6,Third,45.0
15488,1051-52,2_3_8,Third,49.9
15494,1051-52,2_2_2,2:2,50.6
15497,1051-52,1_2_1,2:2,59.7
15500,1051-52,2_2_3,Third,48.1
15507,1051-52,2_2_4,Third,48.4
15509,1051-52,2_3_8,Third,49.4
15513,1051-52,2_3_8,2:1,67.0
15514,1051-52,3_2_2,2:2,57.7
15518,1051-52,2_4_11,2:1,64.8
15523,1051-52,1_1_1,2:1,63.0
15527,1051-52,2_2_2,2:1,67.7
15536,1051-52,2_2_6,2:1,62.2
15538,1051-52,1_1_3,2:1,66.4
15542,1051-52,1_1_1,2:1,68.6
15544,1051-52,2_3_9,2:1,67.9
15550,1051-52,2_2_2,2:1,60.9
15556,1051-52,2_3_9,2:1,61.6
15560,1051-52,2_3_9,2:2,56.5
15561,1051-52,3_1_1,2:2,58.5
15562,1051-52,4_2_12,2:1,66.7
15566,1051-52,2_1_1,2:2,56.6
15567,1051-52,2_1_1,2:1,62.2
15570,1051-52,2_2_4,2:1,62.7
15579,1051-52,2_4_12,2:1,68.7
15583,1051-52,2_3_7,2:1,65.4
15586,1051-52,4_2_12,2:1,61.9
15590,1051-52,4_2_12,2:2,50.0
15597,1051-52,2_4_10,2:1,63.1
15601,1051-52,4_2_12,First,90.2
15603,1051-52,2_2_6,2:1,67.2
15612,1051-52,2_4_10,2:1,68.0
15615,1051-52,4_2_12,Third,49.7
15621,1051-52,3_1_1,2:1,69.0
15625,1051-52,2_3_8,2:2,56.5
15628,1051-52,4_2_12,First,80.6
15645,1051-52,3_2_2,2:2,56.8
15650,1051-52,1_1_1,First,72.0
15656,1051-52,2_3_8,2:2,58.6
15658,1051-52,3_2_2,2:1,61.5
15665,1051-52,2_2_4,2:2,52.5
15667,1051-52,2_2_3,2:2,54.5
15676,1051-52,2_2_4,2:1,61.9
15684,1051-52,1_1_2,2:2,55.4
15691,1051-52,1_1_5,2:2,55.9
15695,1051-52,2_3_9,First,82.4
15702,1051-52,4_2_12,2:1,68.1
15712,1051-52,3_2_2,2:2,55.4
15715,1051-52,2_3_7,2:1,69.9
15717,1051-52,2_2_4,2:2,51.4
15729,1051-52,1_1_4,2:2,52.7
15733,1051-52,2_2_5,First,77.3
15734,1051-52,2_4_12,Third,48.2
15745,1051-52,2_2_2,First,71.6
15749,1051-52,2_4_12,2:1,66.2
15751,1051-52,1_1_1,2:1,67.0
15757,1051-52,1_1_2,2:2,50.7
15758,1051-52,2_2_2,Third,47.6
15760,1051-52,4_2_12,First,74.5
15764,1051-52,2_3_9,First,72.1
15772,1051-52,1_1_4,2:2,57.2
15779,1051-52,1_2_1,2:2,59.6
15782,1051-52,3_2_2,2:1,61.1
15785,1051-52,1_1_3,2:1,68.1
15792,1051-52,2_2_5,2:1,69.4
15802,1051-52,2_4_10,Third,48.1
15804,1051-52,1_1_3,2:2,55.9
15808,1051-52,4_2_12,2:1,69.6
15815,1051-52,1_1_2,Third,49.6
15823,1051-52,4_2_12,2:2,50.0
15830,1051-52,2_4_10,2:1,69.7
15837,1051-52,2_2_6,2:1,66.9
15839,1051-52,1_1_3,First,71.2
15846,1051-52,1_1_5,2:1,65.2
15848,1051-52,2_1_1,2:2,54.2
15849,1051-52,2_1_1,2:2,52.0
15853,1051-52,1_1_3,2:2,59.2
